Allied_Nations,Diplomatic_Meetings_Set,Percent_Of_Forces_Mobilized,Hostile_Nations,Active_Threats,Inactive_Threats,Citizen_Fear_Index,Closest_Threat_Distance(km),Aircraft_Carriers_Responding,Troops_Mobilized(thousands),DEFCON_Level,ID
5,1,0.18,2,5.5,14,0.284875184,378.42,1,1003200,3,4371
8,1,0.2,2,27,119,0.450073421,342.38,1,818400,3,11244
8,1,0.25,4,20,64,0.497797357,354.04,0,836000,2,2369
8,1,0.05,2,6,19,0.450073421,352.98,1,915200,3,3496
10,1,0.39,2,26,91,0.707048458,371,1,809600,2,8331
6,1,0,2,6,12,0.303230543,377.36,1,1003200,4,6054
6,1,0.01,2,6,9,0.306901615,377.36,1,1003200,3,5606
10,1,0.27,2,21,77,0.662995595,341.32,1,1038400,4,10954
8,0,0.36,2,5,16,0.395741557,364.64,1,941600,4,7580
8,1,0.33,2,24,110,0.475770925,336.02,1,844800,2,8313
12,0,0.53,3,13,19,0.69236417,338.14,1,897600,3,3348
7,1,0.05,2,6,14,0.475036711,357.22,1,800800,3,8709
8,1,0.11,2,7,24,0.444199706,343.44,1,853600,2,11431
9,0,0.48,9,3,10,0.656387665,348.74,1,1012000,3,10293
7,1,0.13,2,15,36,0.42804699,361.46,1,906400,2,6450
7,1,0,2,6,14,0.172540382,352.98,1,1126400,4,9929
9,1,0.16,3,21,59,0.598384728,347.68,1,932800,3,381
9,0,0.41,2,6,16,0.51174743,339.2,1,836000,2,12384
8,0,0.42,2,11,37,0.285609398,332.84,1,1091200,3,5715
9,0,0.49,2,21,52,0.486784141,361.46,1,915200,4,1666
8,0,0.14,3,29,38,0.538179148,351.92,1,836000,3,11823
7,1,0.03,2,32,52,0.406020558,363.58,1,994400,3,2823
10,0,0.38,2,26,64,0.5969163,341.32,1,827200,2,12396
8,1,0.03,2,4,9,0.458883994,359.34,1,827200,2,10478
9,0,0.35,4,5,19,0.361967695,337.08,1,1108800,4,8459
8,1,0.11,3,12,30,0.494126285,356.16,1,880000,3,11654
7,0,0.14,2,10,37,0.285609398,354.04,1,985600,3,926
12,0,0.6,2,23,47,0.60866373,320.12,1,897600,3,9341
9,0,0.31,3,21,77,0.611600587,350.86,1,836000,2,6186
7,1,0,2,40,64,0.574889868,358.28,1,880000,2,4342
8,1,0.17,3,20,64,0.490455213,359.34,1,809600,3,11375
7,1,0,2,32,54,0.394273128,380.54,1,959200,3,952
9,0,0.52,2,16,69,0.501468429,332.84,1,827200,2,22
9,0,0.48,5,25,129,0.611600587,345.56,1,818400,2,3985
11,0,0.48,2,6,18,0.640969163,311.64,1,827200,2,10026
7,0,0.08,2,9,28,0.444933921,349.8,1,880000,3,4911
12,0,0.6,2,5,20,0.582232012,340.26,1,897600,3,1916
8,1,0.01,2,7,27,0.622613803,361.46,1,809600,2,4435
7,1,0.05,2,19,42,0.372246696,372.06,0,1038400,3,3417
7,0,0.46,2,9,22,0.439060206,349.8,1,1003200,4,5748
8,0,0.3,3,30,55,0.552863436,336.02,1,818400,3,77
10,1,0.17,3,8,21,0.57195301,343.44,1,880000,2,4084
10,0,0.63,2,12,30,0.435389134,343.44,1,1038400,4,9812
9,0,0.3,2,2,23,0.582232012,346.62,1,950400,4,12212
9,1,0.5,2,3,8,0.33113069,350.86,1,1047200,4,12048
7,0,0.14,2,15,39,0.376651982,351.92,1,862400,3,10932
7,1,0.07,2,11,45,0.383994126,363.58,1,1038400,4,2687
7,1,0.02,4,21,37,0.475770925,362.52,1,941600,2,4544
8,1,0.23,2,25,120,0.444933921,348.74,0,862400,2,1679
9,1,0,3,9,25,0.646842878,350.86,1,880000,2,5527
10,0,0.47,2,9,28,0.384728341,342.38,1,1170400,4,1557
8,1,0.36,2,16,70,0.494126285,349.8,1,827200,2,7757
8,1,0.2,2,12,35,0.508810573,349.8,0,792000,2,4004
7,0,0.4,1,14,52,0.52349486,362.52,1,888800,4,9036
11,0,0.73,5,6,15,0.489720999,333.9,1,1179200,4,2408
8,1,0.25,3,14,86,0.490455213,339.2,1,862400,3,885
8,1,0.1,6,10,41,0.584434655,363.58,1,897600,3,5409
10,0,0.47,2,9,24,0.529368576,323.3,1,1038400,2,11573
8,1,0.22,2,14,105,0.464757709,347.68,1,862400,2,7183
8,0,0.26,2,10,37,0.285609398,329.66,1,1091200,3,8972
10,1,0.48,2,6,14,0.563142438,323.3,1,862400,3,9207
7,1,0.04,2,7,15,0.406020558,362.52,1,994400,2,770
13,0,0.55,2,42,74,0.72907489,342.38,0,862400,3,5923
11,0,0.57,2,5,20,0.589574156,341.32,1,853600,3,4242
10,1,0.22,2,12,31,0.517621145,330.72,0,880000,2,1265
7,0,0.24,2,5,16,0.442731278,360.4,1,888800,2,9316
9,1,0.16,3,12,62,0.53671072,330.72,0,888800,3,6527
7,1,0.26,3,13,93,0.613069016,382.66,1,812533.3333,2,4448
11,1,0.55,2,12,23,0.419236417,324.36,1,1091200,3,10289
10,0,0.42,3,5,19,0.714390602,338.14,1,880000,2,4086
9,0,0.31,2,21,136,0.633627019,355.1,1,827200,2,11296
12,1,0.66,8,6,14,0.589574156,323.3,1,1144000,4,5371
7,1,0.01,2,24,94,0.542584435,383.72,1,853600,3,1534
8,1,0.26,4,12,74,0.497797357,339.2,1,809600,2,3248
10,0,0.49,6,9,23,0.350220264,341.32,1,1108800,4,4348
10,0,0.45,2,6,15,0.516152717,344.5,1,906400,2,5067
8,1,0.18,7,36,121,0.685022026,357.22,0,827200,2,2098
9,1,0.11,2,20,56,0.502936858,304.22,1,836000,2,7940
7,0,0.21,2,7,22,0.415565345,360.4,1,809600,2,2083
8,1,0.49,6,18,94,0.685022026,345.56,1,818400,3,6566
11,1,0.66,2,6,13,0.538179148,344.5,1,915200,2,9189
8,1,0.1,3,12,26,0.429515419,343.44,1,827200,2,1374
10,0,0.47,2,6,20,0.40969163,336.02,1,1003200,2,10225
12,0,0.49,2,8,19,0.575624082,327.54,1,871200,3,56
7,1,0,2,3,12,0.334067548,351.92,0,924000,1,9512
8,0,0.4,2,6,17,0.395741557,364.64,1,1047200,3,2662
8,1,0.3,2,31,141,0.494126285,334.96,1,827200,2,1873
7,1,0.04,2,20,92,0.54185022,376.3,1,836000,3,8476
7,1,0.19,2,12,47,0.444199706,362.52,1,959200,2,480
7,1,0.05,2,7,12,0.398678414,358.28,0,880000,2,4018
7,1,0.03,2,10,45,0.444199706,355.1,1,880000,3,6281
8,0,0.25,3,29,60,0.479441997,348.74,1,880000,3,9843
10,0,0.52,2,15,40,0.435389134,348.74,1,1020800,3,8005
7,1,0.07,2,5,13,0.320851689,358.28,0,1029600,1,1169
7,1,0.12,4,13,31,0.497063142,365.7,1,1012000,3,7920
8,1,0.04,2,8,27,0.677679883,363.58,1,818400,3,11054
7,0,0.07,6,6,18,0.479441997,361.46,1,968000,1,4624
6,0,0.32,2,15,42,0.21071953,352.98,0,1126400,4,3474
10,0,0.49,5,11,24,0.508810573,338.14,1,1108800,4,8847
10,0,0.35,2,10,45,0.5969163,342.38,1,924000,3,2205
8,1,0.2,8,27,94,0.802496329,373.12,1,994400,3,7055
6,0,0.09,2,19,25,0.382525698,375.24,1,1038400,2,6822
7,1,0.05,4,5,31,0.495594714,374.18,1,827200,2,3166
7,1,0.02,2,5,16,0.425844347,355.1,0,836000,2,6500
9,1,0.17,4,11,38,0.685022026,345.56,0,906400,2,6313
9,1,0.22,2,10,89,0.52349486,320.12,2,897600,3,1469
7,0,0.49,4,18,80,0.599853157,352.98,1,818400,2,803
8,1,0.15,2,27,60,0.457415565,357.22,1,827200,2,4891
8,0,0.44,2,6,16,0.46989721,358.28,1,968000,3,57
8,0,0.33,2,26,35,0.354625551,354.04,1,1020800,4,9384
8,0,0.32,3,24,50,0.446402349,360.4,0,1064800,3,8440
8,0,0.32,2,4,12,0.34287812,346.62,1,1038400,4,5373
9,1,0.04,2,19,88,0.633627019,358.28,1,827200,2,3917
9,0,0.41,3,11,28,0.3979442,345.56,1,1020800,4,5123
7,1,0.09,2,15,26,0.479441997,379.48,1,941600,4,2250
7,0,0.04,2,3,13,0.582232012,364.64,1,809600,2,309
8,1,0,3,7,23,0.464023495,348.74,1,906400,4,9752
7,0,0.34,2,3,9,0.237885463,349.8,1,1108800,4,1528
9,0,0.34,2,45,54,0.501468429,326.48,1,906400,2,133
7,0,0.3,2,35,70,0.503671072,365.7,0,827200,2,9112
9,1,0.09,2,10,41,0.376651982,342.38,0,924000,2,10264
8,0,0.35,2,6,15,0.30763583,346.62,1,1003200,4,11475
10,0,0.46,2,5,12,0.401615272,332.84,1,959200,4,7736
7,1,0.18,2,12,28,0.508810573,343.44,1,844800,3,727
12,0,0.54,3,35,119,0.743759178,349.8,1,941600,2,1120
7,1,0.03,2,7,19,0.435389134,355.1,1,792000,3,5658
7,1,0,2,13,39,0.567547724,361.46,1,853600,2,5720
8,1,0.17,2,3,11,0.52349486,339.2,1,836000,2,1945
6,1,0,3,6,16,0.482378855,381.6,1,827200,2,6148
9,1,0.34,2,5,15,0.662995595,357.22,1,924000,2,2041
7,1,0.02,3,37,77.5,0.482378855,339.2,1,827200,2,8641
7,1,0.01,2,9,22,0.414831131,356.16,1,836000,2,1853
6,1,0.05,2,5,11,0.398678414,387.96,1,950400,2,6591
7,1,0.02,2,31,111,0.382525698,334.96,1,862400,2,9865
9,0,0.4,2,12,25,0.376651982,354.04,1,1047200,4,5858
10,0,0.45,2,6,12,0.254772394,332.84,1,1091200,4,10602
9,1,0.22,2,9,48,0.552863436,330.72,1,897600,3,8505
9,0,0.52,2,12,19,0.504405286,344.5,1,827200,2,8300
8,1,0.08,2,14,46,0.42804699,362.52,1,941600,1,5089
6,1,0,2,3,13,0.272393539,387.96,1,1100000,4,5855
10,1,0.44,2,15,103,0.5969163,345.56,1,809600,2,3458
7,1,0.06,3,12,54,0.685022026,389.02,1,968000,2,10432
10,1,0.49,3,11,24,0.552863436,342.38,1,1029600,4,11845
6,0,0.08,1,40,51,0.135095448,373.12,1,1038400,4,2362
7,0,0.28,2,20,49,0.589574156,361.46,1,809600,3,9132
7,1,0,3,21,31,0.375183554,362.52,1,1012000,4,2216
12,0,0.49,2,5,10,0.633627019,331.78,1,915200,3,11507
7,1,0.09,2,24,57,0.42804699,381.6,1,959200,3,6395
7,0,0.64,2,9,25,0.574889868,368.88,1,941600,3,9435
7,1,0.23,2,10,92,0.46328928,352.98,1,818400,3,403
7,1,0,2,22,31,0.461086637,365.7,1,968000,3,10991
7,1,0.13,2,29,53,0.298825257,349.8,1,915200,3,5535
8,1,0,4,51,73,0.482378855,336.02,1,809600,2,11034
8,1,0.25,2,9,29,0.52349486,349.8,1,836000,3,5711
7,1,0,2,4,11,0.510279001,352.98,1,818400,3,7898
8,0,0.27,2,18,45,0.485315712,334.96,1,844800,3,10474
8,0,0.68,8,37.5,76,0.570484581,319.06,1,1056000,4,880
8,0,0.4,2,7,15,0.30763583,347.68,1,976800,4,4689
7,0,0.46,2,24,68,0.382525698,349.8,1,985600,2,5120
7,1,0.3,2,11,119,0.494126285,345.56,1,836000,2,11203
8,0,0.4,5,7,18,0.508810573,358.28,1,1126400,4,3541
7,1,0.12,2,13,28,0.372246696,348.74,1,1038400,3,5879
7,1,0.3,4,12,16,0.418502203,347.68,1,1038400,4,5967
12,0,0.54,2,42,68,0.787812041,339.2,1,853600,2,1763
7,1,0.01,2,8,28,0.677679883,389.02,1,853600,2,10924
6,0,0,2,21,52,0.273127753,375.24,1,994400,1,5766
5,1,0,1,15,33,0.284875184,425.06,1,985600,1,9251
9,0,0.35,2,53,102,0.611600587,332.84,0,836000,2,3375
7,1,0.05,2,18,49,0.398678414,372.06,0,1029600,3,9958
11,0,0.57,2,3,9,0.466226138,332.84,1,1126400,3,5820
8,0,0.26,2,23,102,0.513215859,341.32,1,792000,2,8896
10,1,0.33,2,35,152,0.52349486,322.24,1,862400,2,3151
7,0,0.19,2,24,58,0.406020558,359.34,1,888800,3,2577
5,0,0.24,2,28,55,0.340675477,378.42,1,880000,2,3555
8,1,0.24,2,16,74,0.555800294,333.9,1,827200,2,8051
6,0,0.26,2,23,58,0.310572687,364.64,1,1047200,3,7237
6,1,0.14,3,9,36,0.479441997,366.76,1,976800,2,11817
12,0,0.52,3,33,67,0.751101322,339.2,1,827200,2,1881
6,1,0,2,7,15,0.398678414,381.6,1,950400,2,4604
9,1,0.68,2,19,56,0.473568282,304.22,1,809600,2,107
7,1,0.02,2,15,28,0.372246696,354.04,1,915200,3,5221
7,0,0.18,2,5.5,39,0.442731278,355.1,0,888800,2,1211
7,0,0,2,27,33,0.347283407,362.52,1,915200,2,2530
6,0,0.08,2,15,28,0.34948605,365.7,1,897600,2,6603
8,1,0.61,2,25,144,0.508810573,326.48,1,809600,2,4409
10,0,0.35,1,24,136,0.640969163,343.44,1,924000,3,5671
8,0,0.32,2,29,45,0.485315712,366.76,1,985600,2,1092
8,1,0.22,3,6,31,0.649779736,381.6,1,968000,2,11720
7,0,0.04,2,18,31,0.316446402,336.02,1,862400,3,11332
7,1,0,3,7,15,0.495594714,368.88,1,897600,2,9276
10,0,0.47,2,17,30,0.604258443,341.32,1,897600,2,12119
9,1,0.09,2,12,48,0.552863436,345.56,1,836000,2,3396
8,1,0.28,2,10,63,0.42804699,356.16,1,844800,2,4347
6,0,0.23,2,28,55,0.526431718,364.64,1,880000,2,5134
9,0,0.53,3,3,9,0.425110132,340.26,1,1126400,1,7465
9,0,0.24,3,30,68,0.5969163,341.32,1,814000,2,2433
9,1,0.18,3,25,94,0.714390602,358.28,1,836000,3,8516
7,0,0.3,2,6,36,0.248898678,348.74,1,1126400,4,3091
6,1,0,2,7,15,0.398678414,356.16,1,924000,2,1586
6,1,0.15,5,50,73,0.3979442,364.64,1,959200,3,1749
6,1,0.08,2,24,44,0.290014684,379.48,1,985600,3,10391
11,0,0.53,3,20,43,0.699706314,331.78,1,897600,2,10735
10,0,0.54,2,24,116,0.5969163,346.62,1,809600,2,10410
7,0,0.21,2,10,23,0.553597651,373.12,1,862400,2,12312
8,1,0.09,2,27,55,0.475770925,357.22,1,862400,2,11589
7,1,0.3,2,9,100,0.527165932,323.3,1,862400,2,12301
8,1,0.16,2,6,33,0.464757709,355.1,0,827200,2,9706
7,0,0.22,2,21,53,0.4030837,358.28,1,809600,2,164
10,0,0.49,3,15,37,0.582232012,355.1,1,924000,3,2641
7,0,0.01,2,18,38,0.432452276,352.98,1,941600,3,4089
12,0,0.49,3,8,20,0.685022026,340.26,1,968000,3,3921
8,1,0.32,3,7,54,0.74743025,357.22,1,950400,3,10202
8,1,0.17,2,12,31,0.494126285,339.2,0,836000,2,1781
9,1,0.1,3,11,41,0.714390602,358.28,1,836000,2,1648
7,1,0.18,5,50,70,0.508810573,354.04,0,897600,2,3608
9,0,0.23,7,48,278,0.906754772,358.28,0,792000,2,7018
8,0,0.59,2,25,121,0.450073421,345.56,1,906400,3,2650
6,0,0.26,2,8,34,0.402349486,362.52,1,932800,2,8358
8,1,0.2,1,7,31,0.486784141,348.74,1,800800,3,1035
9,1,0.1,2,8,28,0.60866373,354.04,1,818400,2,5167
9,1,0.18,3,5,21,0.611600587,350.86,1,924000,3,1902
7,1,0,4,23,55,0.538179148,348.74,1,836000,2,3776
8,1,0.22,2,20,38,0.442731278,359.34,0,853600,2,9248
7,0,0.28,2,20,47,0.589574156,368.88,1,836000,3,6656
7,0,0.29,2,26,64,0.522026432,375.24,1,792000,2,3165
14,0,0.65,3,6,29,0.633627019,324.36,1,897600,2,5104
9,1,0.49,3,38,110,0.743759178,290.44,2,800800,2,4114
8,1,0.32,2,24,120,0.538179148,344.5,1,836000,2,294
8,1,0.08,3,20,42,0.584434655,348.74,1,844800,2,11806
11,0,0.47,2,6,14,0.491189427,339.2,1,888800,2,1574
10,1,0.19,6,29,77,0.743759178,337.08,1,985600,2,3128
9,1,0.68,2,32,110,0.52349486,345.56,1,853600,2,8829
8,1,0,2,8,18,0.449339207,352.98,1,880000,3,10227
6,1,0.08,2,20,31,0.354625551,369.94,1,888800,3,5303
10,1,0.22,3,30,147,0.582232012,349.8,1,862400,2,9633
10,0,0.42,3,34,135,0.508810573,333.9,1,836000,2,1136
8,0,0.6,3,6,19,0.344346549,356.16,1,1126400,3,9169
7,1,0.2,2,7,62,0.46328928,362.52,1,994400,3,9134
9,0,0.51,2,45,55,0.501468429,367.82,1,994400,3,6177
9,0,0.32,6,9,23,0.407488987,330.72,1,1012000,3,2372
10,0,0.24,3,13,44,0.5969163,334.96,1,932800,2,4584
8,1,0.3,2,15,81,0.457415565,342.38,1,836000,2,8741
10,0,0.45,2,11,27,0.589574156,341.32,1,897600,2,2733
10,1,0.24,2,12,21,0.538179148,336.02,1,809600,2,11159
7,0,0.21,2,21,37,0.253303965,354.04,1,1091200,4,10659
8,1,0.05,2,17,36,0.517621145,357.22,1,827200,3,3800
9,0,0.39,2,21,37,0.438325991,361.46,1,1056000,3,10544
8,0,0.35,3,35,55,0.640969163,354.04,1,924000,4,7752
10,1,0.1,3,11,108,0.758443465,341.32,1,818400,2,11230
9,1,0.04,2,19,106,0.52349486,318,1,871200,2,9375
8,0,0.42,2,9,21,0.582232012,349.8,1,862400,2,10052
7,1,0.12,4,13,27,0.450073421,373.12,1,1117600,4,3096
8,1,0,2,3,11,0.464757709,375.24,0,950400,3,11021
13,0,0.49,4,5,47,0.960352423,349.8,1,950400,4,7888
8,0,0.42,2,9,17,0.395741557,345.56,1,932800,2,4363
10,0,0.42,2,4,10,0.56020558,344.5,1,880000,5,5140
9,1,0.33,3,23,114,0.626284875,345.56,1,836000,2,9828
12,0,0.49,1,5,18,0.575624082,325.42,1,871200,4,11865
7,0,0.19,3,3,11,0.508810573,344.5,1,906400,2,368
8,0,0.29,4,5,18,0.52349486,349.8,0,836000,2,112
11,0,0.48,2,15,54,0.633627019,311.64,1,844800,2,1572
9,0,0.49,3,17,125,0.5969163,342.38,1,827200,2,7877
10,0,0.47,2,9,28,0.589574156,342.38,1,862400,3,5693
13,1,0.66,3,15,35,0.699706314,323.3,1,968000,2,11636
10,0,0.56,3,15,38,0.626284875,334.96,1,932800,2,2977
8,0,0.52,2,12,32,0.494126285,349.8,1,836000,2,9154
9,1,0.18,4,13,78,0.711453744,350.86,0,814000,2,987
12,0,0.56,2,5,20,0.626284875,339.2,1,994400,3,7089
11,0,0.49,3,9,26,0.508810573,333.9,1,1029600,4,1418
7,0,0.49,2,39,127,0.479441997,351.92,1,827200,2,1736
8,1,0.18,7,68,109,0.802496329,357.22,0,994400,2,4248
10,0,0.54,2,5,17,0.56020558,323.3,1,897600,3,9570
7,1,0,2,17,32,0.494126285,379.48,1,941600,3,12248
11,0,0.5,3,5,15,0.552863436,349.8,1,844800,2,11792
11,0,0.54,2,5,21,0.633627019,345.56,1,932800,2,12477
9,0,0.24,2,1,14,0.640969163,361.46,1,976800,2,663
8,0,0.36,2,5,13,0.313509545,348.74,1,1100000,4,219
8,0,0.12,5,11,67,0.57195301,333.9,1,844800,2,2614
11,1,0.49,3,5,19,0.57195301,344.5,1,968000,3,8792
8,0,0.28,2,5,12,0.358296623,366.76,1,1029600,2,2005
8,1,0.24,2,10,50,0.582232012,368.88,1,809600,2,6425
10,0,0.4,2,14,25,0.42804699,324.36,1,1003200,2,795
9,0,0.31,3,21,110,0.611600587,354.04,1,924000,4,1784
9,0,0.41,6,3,9,0.594713656,330.72,0,1029600,3,5302
9,0,0.44,2,11,27,0.395741557,346.62,1,1020800,4,10511
10,0,0.33,2,14,27,0.42804699,305.28,1,915200,3,28
7,1,0.14,2,15,36,0.52349486,360.4,1,827200,2,2552
7,1,0.02,2,24,43,0.372246696,356.16,0,880000,4,9953
9,0,0.53,2,45,55,0.452276065,367.82,1,1020800,3,9705
10,1,0.66,2,12,47,0.538179148,336.02,1,880000,3,2308
7,1,0,2,16,34,0.743759178,389.02,1,897600,3,3378
12,0,0.54,2,6,16,0.501468429,337.08,1,932800,5,1176
10,1,0.37,3,21,84,0.655653451,343.44,1,1038400,4,5591
9,0,0.45,2,6,12,0.424375918,351.92,1,1056000,3,8705
6,0,0.1,2,30,89,0.39133627,349.8,1,836000,2,127
6,0,0.13,2,14,24,0.260646109,378.42,1,976800,2,9199
9,1,0,3,8,13,0.57195301,350.86,1,880000,2,1672
11,0,0.48,2,14,25,0.582232012,347.68,1,932800,2,7087
9,0,0.36,2,30,54,0.345814978,347.68,1,1003200,3,5787
7,0,0.08,2,18,40,0.316446402,330.72,0,844800,2,12447
8,1,0.24,2,10,40,0.494126285,350.86,1,906400,3,2065
7,1,0.02,2,6,12,0.450073421,368.88,0,827200,1,7241
6,1,0,2,6,12,0.306901615,377.36,1,1029600,2,6475
8,1,0.52,2,27,114,0.450073421,340.26,1,836000,2,8095
6,1,0.12,2,13,28,0.45814978,377.36,1,836000,2,7656
7,1,0.18,2,5.5,18,0.442731278,349.8,1,862400,3,2033
10,0,0.66,2,6,16,0.410425844,333.9,1,1126400,5,11465
7,1,0.28,7,66,121,0.522026432,339.2,1,862400,2,3938
7,1,0,2,34,52,0.394273128,363.58,1,959200,4,1052
10,1,0.37,2,11,28,0.479441997,342.38,1,897600,1,5986
7,1,0.18,2,5.5,31,0.494126285,343.44,0,818400,2,12302
12,0,0.66,2,6,15,0.743759178,331.78,1,809600,3,5859
8,0,0.4,2,24,36,0.28267254,339.2,1,1056000,3,2525
9,1,0.02,2,5,11,0.685022026,358.28,0,840400,1,10626
8,1,0.03,4,32,71,0.485315712,333.9,1,818400,2,6046
8,1,0,2,6,18,0.538179148,358.28,1,880000,3,2962
12,0,0.48,2,5,18,0.709985316,343.44,1,862400,3,11863
6,1,0.33,7,40,95,0.376651982,349.8,1,1126400,4,3174
6,0,0.19,3,22,72,0.21071953,352.98,1,1135200,3,6160
7,1,0.04,3,5,16,0.538179148,358.28,1,871200,2,5792
10,0,0.46,2,14,27,0.435389134,324.36,1,976800,4,9473
9,0,0.21,2,46,74,0.542584435,358.28,1,836000,3,3884
10,0,0.46,2,26,42,0.368575624,332.84,1,1020800,4,181
8,0,0.27,2,19,66,0.522026432,331.78,1,836000,2,2663
8,0,0.31,2,4,11,0.237885463,341.32,1,1108800,4,4799
8,0,0.37,2,23,85,0.521292217,352.98,1,836000,2,11380
8,1,0.21,2,21,114,0.450073421,340.26,0,809600,2,7474
8,0,0.4,2,7,20,0.395741557,351.92,1,932800,2,2225
10,1,0.49,3,11,16,0.72907489,368.88,1,941600,2,6977
7,1,0.03,3,7,20,0.425110132,363.58,1,950400,2,5352
5,1,0.18,2,18,110,0.383994126,413.4,1,880000,2,4814
10,0,0.35,1,16,39,0.604258443,341.32,1,880000,4,4908
7,1,0.02,2,16,87,0.501468429,380.54,1,836000,2,8738
8,0,0.4,5,3,9,0.410425844,373.12,1,871200,3,8272
8,0,0.31,2,4,28,0.42143906,346.62,1,932800,4,586
9,1,0.49,3,11,24,0.579295154,351.92,1,1100000,4,10059
8,2,0.03,2,4,11,0.464757709,356.16,1,1020800,3,9621
8,1,0.04,2,15,63,0.442731278,341.32,1,818400,1,1633
7,1,0.23,4,34,60,0.429515419,358.28,1,968000,3,11880
7,1,0.03,2,10,44,0.464757709,350.86,1,888800,2,10873
10,1,0.39,3,32,152,0.582232012,332.84,1,915200,3,1834
9,0,0.4,1,3,9,0.347283407,340.26,0,1003200,2,12344
7,1,0.02,2,35,53,0.420704846,374.18,1,968000,3,8824
9,0,0.51,2,9,23,0.545521292,340.26,1,800800,3,9205
8,0,0.68,7,28,129,0.347283407,326.48,1,994400,1,4937
13,1,0.66,2,7,17,0.787812041,334.96,0,844800,3,748
7,1,0.08,2,15,26,0.479441997,373.12,1,862400,1,2997
8,1,0.61,2,12,66,0.442731278,322.24,1,818400,2,7299
10,1,0.24,2,12,42,0.479441997,329.66,1,880000,3,12452
11,0,0.44,3,27,49,0.607195301,330.72,1,880000,4,10561
8,1,0.05,2,15,63,0.464757709,350.86,1,862400,2,10184
7,0,0.3,2,31,68,0.522026432,365.7,1,792000,3,9660
8,0,0.3,2,32,79,0.369309838,342.38,0,1073600,4,5856
5,0,0.01,2,28,60,0.056534508,366.76,0,1047200,3,3890
8,1,0.17,2,6,24,0.444199706,347.68,1,880000,3,6753
9,0,0.41,2,15,49,0.360499266,333.9,1,950400,4,8911
7,1,0,2,11,26,0.580763583,371,1,844800,2,10774
6,0,0.1,2,14,26,0.382525698,373.12,1,915200,3,6433
9,1,0.28,2,5,35,0.599853157,345.56,1,932800,3,402
7,0,0.19,2,22,65,0.406020558,351.92,1,809600,2,9805
6,0,0.13,1,16,26,0.323788546,376.3,1,1012000,2,5225
6,1,0,2,7,15,0.306901615,371,1,1003200,2,8171
7,0,0.64,2,16,45,0.320851689,359.34,1,1135200,3,6899
6,0,0.14,2,15,34,0.225403818,358.28,1,1117600,3,3497
8,1,0.2,1,15,77,0.398678414,345.56,0,809600,2,11065
8,1,0.06,2,5,19,0.52349486,345.56,1,853600,3,3167
7,1,0.26,5,16,72,0.459618209,345.56,0,827200,3,5600
7,0,0.46,2,9,21,0.392804699,355.1,1,924000,2,6538
13,0,0.65,2,7,38,0.773127753,327.54,1,809600,3,6923
11,0,0.43,2,27,27,0.489720999,330.72,1,959200,4,5960
10,0,0.64,2,12,51,0.665932452,337.08,1,836000,2,5400
7,1,0,2,26,67,0.435389134,356.16,1,1003200,3,10864
8,1,0.22,2,18,91,0.571218796,345.56,1,853600,2,2056
11,0,0.43,2,27,38,0.489720999,345.56,1,968000,3,4261
8,0,0.19,2,24,66,0.516152717,349.8,1,836000,2,7860
8,0,0.14,3,12,44,0.685022026,372.06,1,880000,4,9325
12,0,0.53,3,35,67,0.699706314,358.28,1,941600,4,11870
7,0,0.2,2,3,7,0.457415565,344.5,1,880000,4,398
9,1,0.12,2,20,47,0.479441997,352.98,1,880000,3,7426
6,1,0.13,2,29,36,0.396475771,361.46,1,906400,2,12262
8,0,0.68,6,29,129,0.347283407,319.06,1,1012000,2,10428
9,0,0.31,3,21,77,0.670337739,347.68,1,836000,1,6089
7,1,0.22,2,15,100,0.464757709,345.56,1,836000,2,8134
10,1,0.34,3,26,52,0.582232012,345.56,1,853600,2,7942
7,1,0.03,2,7,25,0.622613803,382.66,1,880000,3,10403
11,1,0.43,3,32,147,0.595447871,358.28,1,968000,1,4485
8,0,0.27,3,10,32,0.573421439,350.86,1,836000,3,3325
8,1,0.26,2,28,79,0.382525698,345.56,0,1020800,3,1423
12,0,0.5,3,26,49,0.736417034,344.5,1,950400,3,10100
9,1,0.29,2,11,49,0.502936858,345.56,1,844800,2,2450
10,0,0.52,2,14,27,0.445668135,362.52,1,1020800,3,5078
7,1,0.21,2,11,73,0.46328928,333.9,1,862400,2,9655
6,1,0.05,1,6,15,0.331864905,371,1,862400,1,8647
8,0,0.68,2,27,52,0.332599119,344.5,1,1091200,4,5664
9,1,0.28,3,18,34,0.648311307,354.04,1,836000,3,5731
8,0,0.49,2,23,121,0.48825257,344.5,1,809600,2,960
7,0,0.36,6,28,148,0.347283407,334.96,1,1073600,4,3651
6,1,0,2,6,16,0.303230543,364.64,1,959200,4,2043
11,0,0.41,2,14,21,0.618942731,341.32,1,862400,3,12430
9,0,0.41,2,10,26,0.373715125,332.84,1,1170400,4,10577
8,1,0.06,4,6,11,0.5969163,362.52,0,968000,1,11028
9,0,0.4,4,3,8,0.594713656,340.26,1,1012000,3,4648
8,1,0.3,2,11,38,0.494126285,361.46,1,897600,3,8964
9,0,0.35,2,10,39,0.508810573,364.64,1,924000,3,1181
8,1,0.1,6,4,13,0.622613803,358.28,1,853600,3,1446
7,1,0,2,6,14,0.372246696,361.46,1,968000,2,8855
8,0,0.68,6,13,27,0.538179148,327.54,1,968000,4,7577
6,1,0.09,4,10,29,0.491923642,374.18,1,1012000,3,8231
